VEI,Start Year,End Year,Latitude,Longitude,Total SO2 Mass,SO2 Altitude Range Start,Volcano Name,Volcano Number,Eruption Number
3,2002,2002,-4.08,145.037,0,0,Manam,251020,14930
2,2001,2001,-4.08,145.037,0,0,Manam,251020,14929
2,2000,2000,-4.08,145.037,0,0,Manam,251020,14928
1,1986,1986,15.132,-92.109,0,0,Tacana,341130,10621
-1,2015,2016,10.412,123.132,10,12.4,Kanlaon,272020,22106
2,2006,2006,10.412,123.132,0,0,Kanlaon,272020,16638
2,2005,2005,10.412,123.132,0,0,Kanlaon,272020,16749
1,2003,2003,10.412,123.132,0,0,Kanlaon,272020,16748
1,2002,2002,10.412,123.132,0,0,Kanlaon,272020,16747
2,1996,1996,10.412,123.132,0,0,Kanlaon,272020,16746
2,1993,1993,10.412,123.132,0,0,Kanlaon,272020,16745
2,1992,1992,10.412,123.132,0,0,Kanlaon,272020,16744
1,1992,1992,10.412,123.132,0,0,Kanlaon,272020,16743
2,1991,1991,10.412,123.132,0,0,Kanlaon,272020,16742
2,1989,1989,10.412,123.132,0,0,Kanlaon,272020,16741
1,1988,1988,10.412,123.132,0,0,Kanlaon,272020,16740
1,1987,1987,10.412,123.132,0,0,Kanlaon,272020,16739
2,1986,1986,10.412,123.132,0,0,Kanlaon,272020,16738
1,1985,1985,10.412,123.132,10,12.4,Kanlaon,272020,16737
1,1985,1985,10.412,123.132,10,12.4,Kanlaon,272020,16736
2,1980,1980,10.412,123.132,0,0,Kanlaon,272020,16735
1,2014,2014,-4.649,145.964,0,0,Karkar,251030,20910
3,2013,2013,-4.649,145.964,0,0,Karkar,251030,20779
3,2012,2012,-4.649,145.964,0,0,Karkar,251030,20778
2,1979,1979,-4.649,145.964,0,0,Karkar,251030,14948
0,2013,2015,15.406,144.506,0,0,Mariana Back-Arc Segment at 15.5�N,284305,21102
2,1987,1987,-33.425,-69.797,0,0,Tupungatito,357010,11899
1,1986,1986,-33.425,-69.797,0,0,Tupungatito,357010,11898
2,1980,1980,-33.425,-69.797,0,0,Tupungatito,357010,20561
4,2008,2011,-42.833,-72.646,0,0,Chaiten,358041,12271
1,1997,1997,15.307,-61.305,0,0,"Watt, Morne",360101,12374
-1,2008,2008,-5.416,150.027,1,3,Krummel-Garbuna-Welcker,252070,15009
1,2008,2008,-5.416,150.027,0,0,Krummel-Garbuna-Welcker,252070,15008
2,2005,2005,-5.416,150.027,0,0,Krummel-Garbuna-Welcker,252070,15007
3,2015,2015,-8.119,114.056,0,0,Raung,263340,21070
2,2008,2008,-8.119,114.056,0,0,Raung,263340,16166
2,2007,2007,-8.119,114.056,0,0,Raung,263340,16165
2,2002,2002,-8.119,114.056,0,0,Raung,263340,16162
2,2000,2000,-8.119,114.056,0,0,Raung,263340,16161
2,1999,1999,-8.119,114.056,0,0,Raung,263340,16156
2,1997,1997,-8.119,114.056,0,0,Raung,263340,16155
1,1995,1995,-8.119,114.056,0,0,Raung,263340,16153
1,1994,1994,-8.119,114.056,0,0,Raung,263340,16152
1,1993,1993,-8.119,114.056,0,0,Raung,263340,16151
2,1991,1991,-8.119,114.056,0,0,Raung,263340,16150
2,1990,1990,-8.119,114.056,0,0,Raung,263340,16149
1,1987,1989,-8.119,114.056,0,0,Raung,263340,16148
2,1985,1986,-8.119,114.056,0,0,Raung,263340,16147
3,1982,1982,-8.119,114.056,0,0,Raung,263340,16146
2,1988,1988,-49.358,-73.28,0,0,Viedma,358061,12306
1,1993,1993,-5.358,147.12,0,0,Long Island,251050,14965
2,1979,1979,-49.02,-73.55,0,0,Lautaro,358060,12322
-1,2011,2011,-45.9,-72.97,1,11.9,"Hudson, Cerro",358057,20770
5,1991,1991,-45.9,-72.97,0,0,"Hudson, Cerro",358057,12299
1,1979,1979,-47.2,-73.48,0,0,Arenales,358059,12300
1,1999,1999,-8.058,114.242,0,0,Ijen,263350,16175
1,1994,1994,-8.058,114.242,0,0,Ijen,263350,16174
1,1993,1993,-8.058,114.242,0,0,Ijen,263350,16173
2,2012,2012,-5.576,150.516,0,0,Witori,252080,20805
1,2007,2007,-5.576,150.516,0,0,Witori,252080,15029
3,2002,2003,-5.576,150.516,0,0,Witori,252080,15027
-1,2011,2011,-35.223,-70.568,1,6,Planchon-Peteroa,357040,20808
2,2010,2010,-35.223,-70.568,0,0,Planchon-Peteroa,357040,11947
1,1998,1998,-35.223,-70.568,0,0,Planchon-Peteroa,357040,11946
2,1991,1991,-35.223,-70.568,0,0,Planchon-Peteroa,357040,11945
-1,2005,2006,59.363,-153.43,20,15,Augustine,313010,20273
4,1986,1986,59.363,-153.43,20,15,Augustine,313010,20262
2,1999,1999,85.608,85.25,0,0,East Gakkel Ridge at 85�E,377020,12976
1,2007,2007,-5.519,148.115,0,0,Ritter Island,251070,14977
1,2006,2006,-5.519,148.115,0,0,Ritter Island,251070,14976
-1,1993,1993,15.13,120.35,18194,19,Pinatubo,273083,16869
1,1992,1992,15.13,120.35,0,0,Pinatubo,273083,16868
6,1991,1991,15.13,120.35,18194,19,Pinatubo,273083,16867
3,2010,2013,55.131,160.32,0,0,Kizimen,300230,19264
3,2009,2009,60.485,-152.742,0,0,Redoubt,313030,20391
3,1989,1990,60.485,-152.742,0,0,Redoubt,313030,20390
2,2016,2017,-36.863,-71.377,0,0,"Chillan, Nevados de",357070,22119
1,2003,2003,-36.863,-71.377,0,0,"Chillan, Nevados de",357070,11992
0,1985,1985,71.087,-8.146,0,0,Jan Mayen,376010,12972
3,2016,2017,-15.787,-71.857,0,0,Sabancaya,354006,22158
1,2015,2015,-15.787,-71.857,0,0,Sabancaya,354006,21089
2,2003,2003,-15.787,-71.857,0,0,Sabancaya,354006,11752
2,2000,2000,-15.787,-71.857,0,0,Sabancaya,354006,11751
3,1990,1998,-15.787,-71.857,0,0,Sabancaya,354006,11750
1,1988,1988,-15.787,-71.857,0,0,Sabancaya,354006,11749
1,1986,1986,-15.787,-71.857,0,0,Sabancaya,354006,11747
-1,1979,1979,13.33,-61.18,3,18,Soufri�re St. Vincent,360150,12455
4,2012,2013,55.832,160.326,0,0,Tolbachik,300240,20825
-1,1992,1992,61.299,-152.251,250,18,Spurr,313040,20399
0,1985,1985,-17.564,-148.821,0,0,Teahitia,333010,10302
0,1983,1984,-17.564,-148.821,0,0,Teahitia,333010,10301
0,1983,1983,-17.564,-148.821,0,0,Teahitia,333010,10300
0,1982,1982,-17.564,-148.821,0,0,Teahitia,333010,10299
-1,2016,2016,55.417,-161.894,70,16,Pavlof,312030,22129
1,2014,2014,55.417,-161.894,10,12.5,Pavlof,312030,20975
3,2014,2014,55.417,-161.894,10,12.5,Pavlof,312030,20909
3,2013,2013,55.417,-161.894,5,12.5,Pavlof,312030,20807
2,2007,2007,55.417,-161.894,0,0,Pavlof,312030,20153
2,1996,1997,55.417,-161.894,0,0,Pavlof,312030,20151
2,1990,1990,55.417,-161.894,0,0,Pavlof,312030,20150
3,1986,1988,55.417,-161.894,70,16,Pavlof,312030,20149
3,1983,1983,55.417,-161.894,0,0,Pavlof,312030,20148
2,1983,1983,55.417,-161.894,0,0,Pavlof,312030,20147
3,1981,1981,55.417,-161.894,0,0,Pavlof,312030,20145
1,1981,1981,55.417,-161.894,0,0,Pavlof,312030,20144
3,1980,1980,55.417,-161.894,0,0,Pavlof,312030,20143
1,1980,1980,55.417,-161.894,0,0,Pavlof,312030,20142
-1,2016,2016,-5.05,151.33,200,20,Ulawun,252120,22171
1,2013,2013,-5.05,151.33,0,0,Ulawun,252120,20835
1,2012,2012,-5.05,151.33,0,0,Ulawun,252120,20834
1,2012,2012,-5.05,151.33,0,0,Ulawun,252120,20833
2,2010,2011,-5.05,151.33,0,0,Ulawun,252120,15077
2,2007,2007,-5.05,151.33,0,0,Ulawun,252120,15075
2,2006,2007,-5.05,151.33,0,0,Ulawun,252120,15074
2,2005,2005,-5.05,151.33,0,0,Ulawun,252120,15073
2,2004,2004,-5.05,151.33,0,0,Ulawun,252120,15072
2,2003,2003,-5.05,151.33,0,0,Ulawun,252120,15071
2,2002,2002,-5.05,151.33,10,12.3,Ulawun,252120,15066
2,2001,2001,-5.05,151.33,30,14,Ulawun,252120,15065
3,2001,2001,-5.05,151.33,30,14,Ulawun,252120,15064
4,2000,2000,-5.05,151.33,37,16,Ulawun,252120,15063
1,1999,1999,-5.05,151.33,0,0,Ulawun,252120,15062
1,1994,1994,-5.05,151.33,0,0,Ulawun,252120,15061
2,1993,1993,-5.05,151.33,0,0,Ulawun,252120,15060
2,1989,1989,-5.05,151.33,0,0,Ulawun,252120,15059
3,1985,1985,-5.05,151.33,0,0,Ulawun,252120,15058
1,1984,1985,-5.05,151.33,0,0,Ulawun,252120,15057
1,1984,1984,-5.05,151.33,0,0,Ulawun,252120,15056
1,1983,1984,-5.05,151.33,0,0,Ulawun,252120,15055
3,1980,1980,-5.05,151.33,200,20,Ulawun,252120,15054
0,2003,2003,10.73,-103.58,0,0,Northern EPR at 10.7�N,334040,10326
-1,2010,2017,55.972,160.595,10,12.9,Bezymianny,300250,19388
3,2009,2010,55.972,160.595,1,15,Bezymianny,300250,19387
3,2008,2008,55.972,160.595,0,0,Bezymianny,300250,19386
3,2007,2007,55.972,160.595,5,10,Bezymianny,300250,19385
3,2006,2006,55.972,160.595,5,15,Bezymianny,300250,19384
2,2005,2005,55.972,160.595,0,0,Bezymianny,300250,19383
3,2004,2005,55.972,160.595,1,6,Bezymianny,300250,19382
3,2003,2003,55.972,160.595,2,11,Bezymianny,300250,19381
2,2002,2002,55.972,160.595,0,0,Bezymianny,300250,19380
2,2001,2002,55.972,160.595,0,0,Bezymianny,300250,19379
3,2001,2001,55.972,160.595,0,0,Bezymianny,300250,19378
2,2000,2000,55.972,160.595,0,0,Bezymianny,300250,19377
2,2000,2000,55.972,160.595,0,0,Bezymianny,300250,19376
2,1999,1999,55.972,160.595,0,0,Bezymianny,300250,19375
0,1998,1998,55.972,160.595,0,0,Bezymianny,300250,19374
3,1997,1997,55.972,160.595,0,0,Bezymianny,300250,19373
3,1997,1997,55.972,160.595,0,0,Bezymianny,300250,19372
0,1996,1996,55.972,160.595,0,0,Bezymianny,300250,19371
3,1995,1995,55.972,160.595,0,0,Bezymianny,300250,19370
2,1994,1994,55.972,160.595,0,0,Bezymianny,300250,19369
3,1993,1994,55.972,160.595,0,0,Bezymianny,300250,19368
2,1992,1992,55.972,160.595,0,0,Bezymianny,300250,19367
3,1990,1991,55.972,160.595,0,0,Bezymianny,300250,19366
2,1989,1989,55.972,160.595,0,0,Bezymianny,300250,19365
3,1986,1988,55.972,160.595,0,0,Bezymianny,300250,19364
2,1986,1986,55.972,160.595,0,0,Bezymianny,300250,19363
3,1985,1985,55.972,160.595,10,12.9,Bezymianny,300250,19362
3,1984,1984,55.972,160.595,0,0,Bezymianny,300250,19361
3,1981,1983,55.972,160.595,0,0,Bezymianny,300250,19360
2,1980,1980,55.972,160.595,0,0,Bezymianny,300250,19356
3,1980,1980,55.972,160.595,0,0,Bezymianny,300250,19355
2,1979,1979,55.972,160.595,0,0,Bezymianny,300250,19354
3,1979,1979,55.972,160.595,0,0,Bezymianny,300250,19353
1,1985,1985,-16.294,-71.409,0,0,"Misti, El",354010,11774
-1,2015,2017,56.056,160.642,10,10,Klyuchevskoy,300260,21095
2,2015,2015,56.056,160.642,0,0,Klyuchevskoy,300260,20992
1,2013,2013,56.056,160.642,2,12,Klyuchevskoy,300260,20786
1,2012,2013,56.056,160.642,0,0,Klyuchevskoy,300260,20785
1,2011,2011,56.056,160.642,0,0,Klyuchevskoy,300260,20783
2,2009,2010,56.056,160.642,0,0,Klyuchevskoy,300260,19485
1,2008,2009,56.056,160.642,0,0,Klyuchevskoy,300260,19484
2,2007,2007,56.056,160.642,0,0,Klyuchevskoy,300260,19483
2,2005,2005,56.056,160.642,0,0,Klyuchevskoy,300260,19482
1,2004,2004,56.056,160.642,0,0,Klyuchevskoy,300260,19481
2,2002,2004,56.056,160.642,0,0,Klyuchevskoy,300260,19480
2,2002,2002,56.056,160.642,0,0,Klyuchevskoy,300260,19479
2,2000,2000,56.056,160.642,0,0,Klyuchevskoy,300260,19478
2,2000,2000,56.056,160.642,0,0,Klyuchevskoy,300260,19477
2,1999,1999,56.056,160.642,0,0,Klyuchevskoy,300260,19476
2,1998,1998,56.056,160.642,0,0,Klyuchevskoy,300260,19475
1,1997,1997,56.056,160.642,0,0,Klyuchevskoy,300260,19474
2,1996,1997,56.056,160.642,0,0,Klyuchevskoy,300260,19473
3,1994,1995,56.056,160.642,150,15,Klyuchevskoy,300260,19472
2,1992,1993,56.056,160.642,0,0,Klyuchevskoy,300260,19471
2,1992,1992,56.056,160.642,0,0,Klyuchevskoy,300260,19470
2,1991,1991,56.056,160.642,0,0,Klyuchevskoy,300260,19469
4,1986,1990,56.056,160.642,0,0,Klyuchevskoy,300260,19468
2,1986,1986,56.056,160.642,0,0,Klyuchevskoy,300260,19467
3,1985,1986,56.056,160.642,0,0,Klyuchevskoy,300260,19466
3,1984,1985,56.056,160.642,0,0,Klyuchevskoy,300260,19465
2,1982,1983,56.056,160.642,0,0,Klyuchevskoy,300260,19464
1,1982,1982,56.056,160.642,0,0,Klyuchevskoy,300260,19463
1,1981,1981,56.056,160.642,0,0,Klyuchevskoy,300260,19461
2,2016,2016,-16.355,-70.903,0,0,Ubinas,354020,22181
2,2013,2016,-16.355,-70.903,0,0,Ubinas,354020,20832
2,2006,2009,-16.355,-70.903,0,0,Ubinas,354020,11791
0,2015,2015,12.3,-61.64,0,0,Kick 'em Jenny,360160,21090
0,2001,2001,12.3,-61.64,0,0,Kick 'em Jenny,360160,12468
0,1990,1990,12.3,-61.64,0,0,Kick 'em Jenny,360160,12467
0,1988,1988,12.3,-61.64,0,0,Kick 'em Jenny,360160,12466
0,1996,1996,18.92,-155.27,0,0,Loihi,332000,20732
2,1995,1995,-20.73,-68.55,0,0,Irruputuncu,355040,11828
1,1980,1980,-37.92,-71.45,0,0,Callaqui,357091,11997
2,2015,2016,-37.856,-71.183,0,0,Copahue,357090,21098
1,2014,2014,-37.856,-71.183,0,0,Copahue,357090,20954
2,2012,2013,-37.856,-71.183,0,0,Copahue,357090,20760
2,2000,2000,-37.856,-71.183,0,0,Copahue,357090,12011
2,1995,1995,-37.856,-71.183,0,0,Copahue,357090,12010
2,1994,1994,-37.856,-71.183,0,0,Copahue,357090,12009
2,1992,1993,-37.856,-71.183,0,0,Copahue,357090,12008
0,2005,2006,9.83,-104.3,0,0,Northern EPR at 9.8�N,334050,10346
0,1991,1992,9.83,-104.3,0,0,Northern EPR at 9.8�N,334050,10345
0,1991,1991,9.83,-104.3,0,0,Northern EPR at 9.8�N,334050,10344
0,1988,1988,9.83,-104.3,0,0,Northern EPR at 9.8�N,334050,10340
2,1990,1990,52.103,177.602,0,0,Kiska,311020,19667
3,1988,1990,-38.379,-71.586,0,0,Lonquimay,357100,12016
-1,1999,2017,56.653,161.36,1,11,Sheveluch,300270,19594
2,1999,1999,56.653,161.36,0,0,Sheveluch,300270,19588
3,1998,1998,56.653,161.36,0,0,Sheveluch,300270,19587
2,1997,1997,56.653,161.36,0,0,Sheveluch,300270,19586
3,1990,1995,56.653,161.36,0,0,Sheveluch,300270,19585
2,1989,1989,56.653,161.36,0,0,Sheveluch,300270,19567
2,1988,1988,56.653,161.36,0,0,Sheveluch,300270,19584
3,1986,1988,56.653,161.36,0,0,Sheveluch,300270,19583
2,1985,1985,56.653,161.36,0,0,Sheveluch,300270,19582
2,1984,1984,56.653,161.36,0,0,Sheveluch,300270,19581
1,1980,1981,56.653,161.36,0,0,Sheveluch,300270,19580
2,1981,1981,44.353,146.252,0,0,Chachadake [Tiatia],290030,18743
-1,2014,2014,-4.271,152.203,200,20,Rabaul,252140,20957
2,2013,2014,-4.271,152.203,0,0,Rabaul,252140,20811
2,2011,2011,-4.271,152.203,0,0,Rabaul,252140,20810
1,2010,2010,-4.271,152.203,0,0,Rabaul,252140,15101
4,2006,2010,-4.271,152.203,300,18,Rabaul,252140,15100
2,2005,2006,-4.271,152.203,0,0,Rabaul,252140,15099
2,2002,2004,-4.271,152.203,0,0,Rabaul,252140,15098
2,1995,2001,-4.271,152.203,0,0,Rabaul,252140,15097
4,1994,1995,-4.271,152.203,200,20,Rabaul,252140,15096
-1,1983,2017,19.421,-155.287,5.5,5.2,Kilauea,332010,10119
0,1982,1982,19.421,-155.287,0,0,Kilauea,332010,10118
0,1982,1982,19.421,-155.287,0,0,Kilauea,332010,10117
0,1980,1980,19.421,-155.287,0,0,Kilauea,332010,10116
0,1979,1979,19.421,-155.287,0,0,Kilauea,332010,10115
0,1984,1984,19.475,-155.608,0,0,Mauna Loa,332020,10226
-1,2008,2009,-38.692,-71.729,10,4,Llaima,357110,12077
2,2007,2007,-38.692,-71.729,0,0,Llaima,357110,12076
2,2003,2003,-38.692,-71.729,0,0,Llaima,357110,12075
1,2002,2002,-38.692,-71.729,0,0,Llaima,357110,12074
2,1998,1998,-38.692,-71.729,0,0,Llaima,357110,12073
2,1998,1998,-38.692,-71.729,0,0,Llaima,357110,12072
1,1997,1997,-38.692,-71.729,0,0,Llaima,357110,12071
2,1995,1995,-38.692,-71.729,0,0,Llaima,357110,12070
2,1994,1994,-38.692,-71.729,0,0,Llaima,357110,12069
1,1992,1992,-38.692,-71.729,0,0,Llaima,357110,12068
1,1990,1990,-38.692,-71.729,0,0,Llaima,357110,12067
2,1984,1984,-38.692,-71.729,0,0,Llaima,357110,12066
2,1979,1979,-38.692,-71.729,0,0,Llaima,357110,12065
0,1996,1996,0.792,-86.15,0,0,Galapagos Rift,334070,10348
-1,2009,2009,-0.37,-91.55,521,3,Fernandina,353010,11677
2,2005,2005,-0.37,-91.55,0,0,Fernandina,353010,11676
2,1995,1995,-0.37,-91.55,0,0,Fernandina,353010,11675
2,1991,1991,-0.37,-91.55,0,0,Fernandina,353010,11674
2,1988,1988,-0.37,-91.55,0,0,Fernandina,353010,11673
1,1984,1984,-0.37,-91.55,0,0,Fernandina,353010,11672
0,1981,1981,-0.37,-91.55,0,0,Fernandina,353010,11671
1,1987,1987,56.011,-159.797,0,0,Kupreanof,312060,20155
-1,2015,2015,0.02,-91.35,1080,4,Wolf,353020,21075
1,1982,1982,0.02,-91.35,1080,4,Wolf,353020,11690
1,2008,2017,1.488,127.63,0,0,Ibu,268030,16582
0,2004,2005,1.488,127.63,0,0,Ibu,268030,16581
0,2001,2001,1.488,127.63,0,0,Ibu,268030,16580
2,1998,1999,1.488,127.63,0,0,Ibu,268030,16579
0,1987,1989,-28.98,-140.25,0,0,Macdonald,333060,10323
0,1986,1986,-28.98,-140.25,0,0,Macdonald,333060,10322
0,1983,1984,-28.98,-140.25,0,0,Macdonald,333060,10321
0,1983,1983,-28.98,-140.25,0,0,Macdonald,333060,10320
0,1982,1982,-28.98,-140.25,0,0,Macdonald,333060,10319
0,1980,1981,-28.98,-140.25,0,0,Macdonald,333060,10318
0,1980,1980,-28.98,-140.25,0,0,Macdonald,333060,10317
0,1979,1979,-28.98,-140.25,0,0,Macdonald,333060,10316
-1,2013,2013,56.17,-159.38,5,7,Veniaminof,312070,20836
1,2008,2008,56.17,-159.38,0,0,Veniaminof,312070,20178
1,2006,2006,56.17,-159.38,0,0,Veniaminof,312070,20177
1,2005,2005,56.17,-159.38,0,0,Veniaminof,312070,20176
2,2005,2005,56.17,-159.38,0,0,Veniaminof,312070,20175
2,2004,2004,56.17,-159.38,0,0,Veniaminof,312070,20174
1,2002,2003,56.17,-159.38,0,0,Veniaminof,312070,20173
1,1995,1995,56.17,-159.38,0,0,Veniaminof,312070,20172
1,1995,1995,56.17,-159.38,0,0,Veniaminof,312070,20171
2,1993,1994,56.17,-159.38,0,0,Veniaminof,312070,20170
1,1987,1987,56.17,-159.38,0,0,Veniaminof,312070,20169
2,1984,1984,56.17,-159.38,0,0,Veniaminof,312070,20168
3,1983,1984,56.17,-159.38,0,0,Veniaminof,312070,20167
-1,2014,2017,-39.42,-71.93,5,10,Villarrica,357120,20996
1,2013,2013,-39.42,-71.93,0,0,Villarrica,357120,20838
1,2009,2012,-39.42,-71.93,0,0,Villarrica,357120,12184
1,2009,2009,-39.42,-71.93,0,0,Villarrica,357120,12183
1,2008,2008,-39.42,-71.93,0,0,Villarrica,357120,12182
1,2004,2007,-39.42,-71.93,0,0,Villarrica,357120,12181
1,2003,2004,-39.42,-71.93,0,0,Villarrica,357120,12180
1,1998,2002,-39.42,-71.93,0,0,Villarrica,357120,12179
1,1996,1997,-39.42,-71.93,0,0,Villarrica,357120,12178
1,1996,1996,-39.42,-71.93,0,0,Villarrica,357120,12174
1,1995,1995,-39.42,-71.93,0,0,Villarrica,357120,12173
1,1994,1994,-39.42,-71.93,0,0,Villarrica,357120,12172
1,1992,1992,-39.42,-71.93,0,0,Villarrica,357120,12171
2,1991,1991,-39.42,-71.93,0,0,Villarrica,357120,12170
2,1984,1985,-39.42,-71.93,0,0,Villarrica,357120,12169
1,1983,1983,-39.42,-71.93,0,0,Villarrica,357120,12168
2,1980,1980,-39.42,-71.93,0,0,Villarrica,357120,12167
-1,2002,2002,2.3,125.37,80,22,Ruang,267010,16493
0,2015,2015,45.95,-130,0,0,Axial Seamount,331021,21092
0,2011,2011,45.95,-130,0,0,Axial Seamount,331021,20921
0,1998,1998,45.95,-130,0,0,Axial Seamount,331021,20713
2,2014,2016,2.781,125.407,0,0,Karangetang,267020,20914
1,2014,2014,2.781,125.407,0,0,Karangetang,267020,20913
2,2012,2013,2.781,125.407,0,0,Karangetang,267020,20776
2,2011,2011,2.781,125.407,0,0,Karangetang,267020,20775
3,2010,2010,2.781,125.407,0,0,Karangetang,267020,16544
2,2008,2010,2.781,125.407,0,0,Karangetang,267020,16543
1,2006,2007,2.781,125.407,0,0,Karangetang,267020,16541
2,2004,2005,2.781,125.407,0,0,Karangetang,267020,16540
3,1999,2003,2.781,125.407,0,0,Karangetang,267020,16539
1,1998,1998,2.781,125.407,0,0,Karangetang,267020,16538
1,1996,1997,2.781,125.407,0,0,Karangetang,267020,16537
1,1995,1995,2.781,125.407,0,0,Karangetang,267020,16536
2,1991,1993,2.781,125.407,0,0,Karangetang,267020,16535
1,1989,1989,2.781,125.407,0,0,Karangetang,267020,16534
3,1983,1988,2.781,125.407,0,0,Karangetang,267020,16533
1,1982,1982,2.781,125.407,0,0,Karangetang,267020,16532
1,1980,1980,2.781,125.407,0,0,Karangetang,267020,16531
1,1979,1979,2.781,125.407,0,0,Karangetang,267020,16530
-1,2000,2000,4.203,9.17,3,9.1,Cameroon,224010,14135
2,1999,1999,4.203,9.17,0,0,Cameroon,224010,14134
1,1989,1989,4.203,9.17,0,0,Cameroon,224010,14133
2,1982,1982,4.203,9.17,3,9.1,Cameroon,224010,14132
0,1993,1993,46.52,-129.58,0,0,CoAxial Segment,331020,20712
0,1986,1986,46.52,-129.58,0,0,CoAxial Segment,331020,20711
-1,2007,2007,1.38,127.53,1,6,Gamkonora,268040,16595
1,1987,1987,1.38,127.53,0,0,Gamkonora,268040,16594
1,1981,1981,1.38,127.53,0,0,Gamkonora,268040,16593
-1,2008,2017,-0.077,-77.656,84,17,Reventador,352010,11449
2,2007,2007,-0.077,-77.656,0,0,Reventador,352010,11448
2,2004,2006,-0.077,-77.656,0,0,Reventador,352010,11447
4,2002,2003,-0.077,-77.656,84,17,Reventador,352010,11446
2,1987,1987,51.93,179.58,0,0,Semisopochnoi,311060,19673
1,2002,2002,-0.171,-78.598,0,0,Guagua Pichincha,352020,11499
1,2002,2002,-0.171,-78.598,0,0,Guagua Pichincha,352020,11498
1,2001,2001,-0.171,-78.598,0,0,Guagua Pichincha,352020,11497
3,1998,2001,-0.171,-78.598,0,0,Guagua Pichincha,352020,11496
1,1997,1997,-0.171,-78.598,0,0,Guagua Pichincha,352020,11495
1,1993,1993,-0.171,-78.598,0,0,Guagua Pichincha,352020,11494
1,1990,1990,-0.171,-78.598,0,0,Guagua Pichincha,352020,11493
1,1985,1985,-0.171,-78.598,0,0,Guagua Pichincha,352020,11492
1,1981,1982,-0.171,-78.598,0,0,Guagua Pichincha,352020,11491
2,1979,1979,-40.35,-72.07,0,0,Carr�n-Los Venados,357140,12189
2,2013,2013,45.012,147.871,0,0,Etorofu-Yakeyama [Grozny Group],290070,20762
2,2012,2012,45.012,147.871,0,0,Etorofu-Yakeyama [Grozny Group],290070,20761
2,1989,1989,45.012,147.871,0,0,Etorofu-Yakeyama [Grozny Group],290070,18754
0,1996,1996,42.67,-126.78,0,0,North Gorda Ridge Segment,331031,20722
0,1986,1986,44.83,-130.3,0,0,Cleft Segment,331030,20719
0,1982,1982,44.83,-130.3,0,0,Cleft Segment,331030,20718
1,1993,1993,-0.43,-91.12,0,0,Alcedo,353040,11696
-1,2011,2011,64.416,-17.316,10,10,Grimsvotn,373010,20767
3,2004,2004,64.416,-17.316,0,0,Grimsvotn,373010,12842
3,1998,1998,64.416,-17.316,0,0,Grimsvotn,373010,12841
3,1996,1996,64.416,-17.316,10,10,Grimsvotn,373010,12840
2,1983,1983,64.416,-17.316,0,0,Grimsvotn,373010,12838
-1,2016,2016,0.8,127.33,5,11.7,Gamalama,268060,22150
2,2015,2015,0.8,127.33,0,0,Gamalama,268060,21087
2,2014,2014,0.8,127.33,0,0,Gamalama,268060,20989
1,2012,2012,0.8,127.33,0,0,Gamalama,268060,20766
2,2011,2011,0.8,127.33,0,0,Gamalama,268060,20765
2,2003,2003,0.8,127.33,5,11.7,Gamalama,268060,16675
2,1996,1996,0.8,127.33,0,0,Gamalama,268060,16674
2,1994,1994,0.8,127.33,0,0,Gamalama,268060,16673
2,1993,1993,0.8,127.33,0,0,Gamalama,268060,16672
3,1990,1990,0.8,127.33,0,0,Gamalama,268060,16670
2,1988,1988,0.8,127.33,0,0,Gamalama,268060,16669
3,1983,1983,0.8,127.33,0,0,Gamalama,268060,16668
2,1980,1980,0.8,127.33,0,0,Gamalama,268060,16667
-1,2015,2017,-23.37,-67.73,450,16,Lascar,355100,22110
1,2013,2013,-23.37,-67.73,0,0,Lascar,355100,20789
3,2006,2007,-23.37,-67.73,2,8,Lascar,355100,11878
3,2005,2005,-23.37,-67.73,3,10,Lascar,355100,11877
2,2002,2002,-23.37,-67.73,0,0,Lascar,355100,11875
2,2000,2001,-23.37,-67.73,0,0,Lascar,355100,11873
2,1996,1996,-23.37,-67.73,0,0,Lascar,355100,11872
2,1994,1995,-23.37,-67.73,0,0,Lascar,355100,11871
2,1994,1994,-23.37,-67.73,0,0,Lascar,355100,11870
2,1993,1994,-23.37,-67.73,450,16,Lascar,355100,11869
4,1993,1993,-23.37,-67.73,450,16,Lascar,355100,11868
2,1991,1992,-23.37,-67.73,0,0,Lascar,355100,11867
1,1990,1990,-23.37,-67.73,0,0,Lascar,355100,11866
3,1987,1990,-23.37,-67.73,0,0,Lascar,355100,11865
3,1986,1986,-23.37,-67.73,0,0,Lascar,355100,11864
0,1984,1985,-23.37,-67.73,0,0,Lascar,355100,11863
1,1989,1989,51.79,-178.794,0,0,Gareloi,311070,19688
1,1987,1987,51.79,-178.794,0,0,Gareloi,311070,19687
3,1982,1982,51.79,-178.794,0,0,Gareloi,311070,19686
3,1980,1980,51.79,-178.794,0,0,Gareloi,311070,19685
-1,2011,2012,-40.59,-72.117,200,14,Puyehue-Cordon Caulle,357150,20809
1,1990,1990,-40.59,-72.117,0,0,Puyehue-Cordon Caulle,357150,12216
-1,1983,1983,-0.162,121.601,200,15,Colo,266010,16423
-1,2005,2005,-0.83,-91.17,2524,14,"Negra, Sierra",353050,11713
3,1979,1980,-0.83,-91.17,2524,14,"Negra, Sierra",353050,11712
1,2005,2005,0.75,124.42,0,0,Ambang,266020,20947
